cibil_score,dti_ratio,employment_tenure_days,days_past_due,net_monthly_surplus,bounced_cheques_12m,monthly_income,co_applicant_income,loan_amount,loan_tenure_months,proposed_emi,loan_to_income,loan_to_value,loan_purpose,property_value,existing_loans,existing_emi_monthly,credit_enquiries_6m,credit_history_years,num_credit_cards,credit_utilization,avg_monthly_balance,balance_volatility,monthly_inflow,salary_credit_regular,employment_type,employment_tenure_years,age,education,marital_status,num_dependents,num_children,gender,city_tier,loan_approved
359,1.86,4326,0,31144,2,208831,10000,90849,48,36301,43.88,0.35,2,5000000,5,46278,3,23,4,0.1,9850,0.46,189591,0,2,6.9,44,1,1,5,0,1,2,0
729,2.0,873,30,198505,3,183804,0,2554918,48,49707,9.06,0.61,5,5000000,3,93888,5,7,2,0.02,70068,0.74,361123,0,0,0.4,21,1,2,2,0,0,2,0
608,1.5,2621,90,176273,2,220376,5000,1868594,48,46114,21.03,0.49,1,0,3,99023,2,25,3,0.26,400322,0.56,439428,1,0,9.5,46,0,1,0,1,0,1,0
819,1.93,4335,30,142589,2,260278,0,1699264,84,22366,56.62,0.72,1,5000000,4,23419,2,12,0,0.11,497433,0.85,445651,0,2,6.7,42,1,2,4,3,1,2,0
890,0.07,89,30,42693,5,158579,20000,1751984,36,21745,30.67,0.56,5,5000000,1,94616,4,15,1,0.94,234150,0.52,62454,1,0,12.7,63,2,1,3,4,0,2,0
326,1.29,2279,120,44315,4,270082,20000,2238082,84,44082,58.08,0.8,1,100000,1,27577,3,2,1,0.24,497734,0.99,235411,1,3,20.5,45,2,1,1,2,0,1,0
861,0.84,456,30,176576,3,353929,10000,2983283,60,56270,6.25,0.44,0,0,3,80133,3,12,4,0.09,98357,0.13,475316,1,0,6.8,51,1,0,0,2,1,1,0
498,0.39,2280,180,-22613,2,136691,50000,1975478,60,12353,29.18,0.49,5,500000,0,35557,4,16,4,0.77,321548,0.68,31487,0,3,21.9,54,2,1,5,0,0,1,0
686,0.3,4449,30,-45910,0,267426,0,1505499,24,26080,4.68,0.67,0,1000000,2,90765,2,20,0,0.41,87415,0.25,115048,1,3,1.9,57,0,0,4,3,0,1,0
648,1.81,1004,180,70846,5,307535,20000,931455,24,19788,38.18,0.22,5,100000,5,22645,0,5,1,0.84,233018,0.19,379303,0,0,1.9,31,0,2,3,3,0,3,0
835,1.57,5452,60,106017,1,44171,50000,2618551,60,35969,5.64,0.39,3,5000000,0,44516,3,9,4,0.84,62723,0.41,385633,1,3,15.7,24,0,1,2,4,0,2,0
677,0.76,4534,30,-9761,5,454946,20000,540486,12,56171,11.35,0.62,3,500000,4,15306,1,8,1,0.99,147535,0.37,63334,0,0,16.5,28,1,1,0,4,1,3,0
857,1.41,5494,0,-46257,1,387163,50000,341162,60,61633,16.27,0.03,2,500000,5,27968,3,17,3,0.8,65464,0.05,145531,0,0,9.3,64,0,2,5,1,0,2,0
826,1.48,7459,180,-19076,4,279629,50000,1054667,120,6659,45.18,0.44,1,5000000,2,78131,3,16,4,0.21,453083,0.43,284849,1,2,6.3,55,0,2,1,0,0,3,0
452,0.59,344,180,91268,3,399772,20000,857463,36,34921,10.67,0.6,3,5000000,0,25065,3,6,2,0.59,293947,0.95,23490,0,2,17.5,45,1,1,4,1,0,3,0
505,1.96,2711,90,80160,3,382248,5000,1294812,24,5161,50.95,0.97,1,100000,5,25920,2,1,4,0.53,158766,0.47,325360,0,1,21.0,51,2,1,2,1,1,2,0
754,2.34,7595,60,41815,1,387571,50000,420570,24,16503,8.78,0.88,2,0,1,32636,1,10,3,0.51,153420,0.3,189665,1,1,21.8,43,0,0,5,3,1,3,0
572,2.37,4752,30,55312,0,236392,0,2065653,120,93539,3.08,0.28,0,100000,0,98911,3,17,0,0.3,415209,0.95,430242,1,0,14.0,60,1,0,5,4,0,1,0
535,1.81,6273,0,18860,1,252174,20000,1639583,120,25982,24.31,0.51,3,0,3,80608,0,2,1,0.21,211657,0.51,83775,1,3,16.3,58,2,1,2,2,1,3,0
820,1.53,6284,90,122472,1,100153,5000,50056,84,70014,58.79,0.06,4,500000,4,36359,5,13,0,0.72,491268,0.29,456612,0,0,18.1,24,2,1,4,1,1,3,0
800,0.18,2462,60,166249,3,47748,20000,2390501,120,95156,7.51,0.24,4,1000000,0,38413,5,19,4,0.1,56355,0.78,369452,1,2,17.6,56,2,2,4,0,0,2,0
416,0.86,1116,180,174090,2,407094,10000,720712,24,56910,7.0,0.77,4,5000000,5,69655,1,12,2,0.05,323090,0.22,164332,0,1,21.9,27,0,2,4,1,0,3,0
685,0.28,625,0,179602,0,143021,0,561854,60,53632,45.32,0.12,4,100000,0,70847,4,22,0,0.38,318719,0.25,83749,1,0,17.8,30,2,0,0,2,1,3,1
643,2.89,4379,30,30399,3,226452,10000,1932828,24,28172,19.42,0.26,4,500000,5,8944,0,16,2,0.74,180509,0.32,220013,1,3,14.6,26,2,0,1,2,0,3,0
883,0.41,1979,120,-1205,5,257888,50000,1954081,120,76696,43.32,0.94,4,100000,2,3048,4,21,4,0.87,257390,0.39,98774,1,3,8.3,51,2,2,2,0,0,3,0
694,0.46,3994,120,1553,1,424097,50000,1842284,120,58804,12.8,0.82,4,0,3,37212,3,10,2,0.54,75304,0.58,378212,1,0,13.2,24,0,2,3,2,1,3,0
363,2.67,1678,60,184094,2,192378,10000,2622673,120,78467,28.14,0.78,3,5000000,2,69656,2,6,2,0.84,156591,0.52,487764,0,1,19.4,41,1,2,4,2,0,2,0
371,2.83,222,0,196784,0,97150,10000,2592337,24,97706,16.65,0.86,4,0,4,77189,3,2,3,0.03,89883,0.74,305306,0,1,6.7,62,2,2,1,2,0,1,0
573,2.3,743,90,53976,4,99364,50000,2711634,120,97726,27.64,0.75,5,0,4,16000,3,2,0,0.46,106270,0.72,348919,0,0,0.7,40,1,2,3,1,1,1,0
619,0.02,462,0,105183,0,125925,5000,751916,84,64107,46.38,0.12,5,0,5,99318,4,1,4,0.13,377059,0.05,355520,1,3,7.2,37,2,2,0,0,1,2,1
637,0.0,1568,180,63566,0,19958,0,2911895,60,59926,45.96,0.52,4,500000,3,45654,3,20,3,0.58,247736,0.13,215624,0,1,21.1,26,2,0,2,1,1,3,0
665,1.13,3347,120,144155,1,462401,20000,1819731,12,74137,31.43,0.44,2,5000000,2,75496,0,15,2,0.92,149674,0.22,298242,0,1,17.5,31,0,2,1,0,1,3,0
794,0.43,5801,60,69968,1,149769,10000,1250520,120,70053,55.77,0.31,3,1000000,3,86816,2,22,3,0.01,140784,0.6,491322,0,1,4.1,38,2,1,1,2,1,2,1
465,0.06,5259,30,11600,4,97160,0,1303975,24,71338,16.56,0.83,5,100000,2,88973,4,10,3,0.67,478452,0.9,273637,0,2,0.3,29,2,1,2,2,0,1,0
843,1.39,6500,0,22,4,287637,20000,1171648,24,85295,15.18,0.46,2,0,5,25534,1,13,2,0.79,264128,0.32,145507,0,0,14.7,32,1,1,2,4,1,3,0
310,2.83,1736,120,84271,4,183873,20000,2134023,120,74386,37.21,0.06,1,5000000,5,99895,5,2,4,0.74,445832,0.96,341021,1,1,12.7,51,0,1,5,2,1,2,0
600,0.97,5142,90,897,3,293343,10000,698207,24,7744,37.66,0.27,4,100000,5,44221,3,6,1,0.02,389643,0.17,416478,0,1,1.8,51,1,0,4,0,0,3,0
401,1.98,4039,60,-11962,3,272081,5000,1446688,120,89309,3.75,0.23,0,5000000,1,13339,5,7,3,0.17,75478,0.92,36061,0,0,21.3,63,1,1,2,3,1,1,0
724,1.96,7903,30,73323,1,248962,5000,803646,36,72784,36.86,0.89,4,100000,3,35306,4,12,0,0.09,134795,0.8,328719,1,2,13.6,54,1,0,1,0,1,3,0
691,0.75,3951,0,136110,1,469008,0,1052581,60,61083,23.09,0.65,4,5000000,4,80359,5,18,2,0.09,461097,0.39,446236,0,3,14.3,36,1,1,4,2,1,1,0
513,1.95,7437,90,70278,4,437704,0,1732118,120,51123,45.1,0.56,2,1000000,2,58134,3,10,1,0.73,72136,0.21,468933,1,3,18.8,61,0,2,2,2,0,3,0
387,0.64,7002,30,61054,3,302637,50000,1621849,24,73672,48.68,0.51,1,5000000,1,12459,3,0,3,0.42,132532,0.39,395981,0,0,7.4,32,2,2,3,3,1,2,0
852,0.37,664,180,-42103,2,121545,5000,1038323,36,43285,33.58,0.65,2,5000000,4,71717,4,18,2,0.72,499033,0.21,223689,0,1,12.3,33,0,2,3,2,1,1,0
700,2.1,1356,120,14541,3,321146,0,2571111,12,58496,1.1,0.75,3,0,2,12208,0,12,2,0.36,217565,0.56,197219,0,1,12.7,56,2,2,2,4,0,3,0
887,0.34,1014,180,56968,1,33731,50000,2058639,12,78336,38.55,0.55,1,0,1,53546,1,21,3,0.12,263352,0.57,272919,1,3,21.3,33,2,0,5,3,0,1,0
345,2.99,2132,120,-35108,3,148148,20000,2378887,84,63396,45.18,0.94,5,0,4,97545,3,16,0,0.72,200403,0.77,124678,0,3,2.9,64,1,2,1,1,1,2,0
762,0.55,2668,90,89343,1,273215,0,1261853,120,53238,15.69,0.98,1,5000000,4,57991,0,8,2,0.63,293135,0.53,242096,1,0,16.7,22,2,2,4,4,1,3,0
891,1.78,1054,180,184534,4,372070,50000,2164797,84,14417,28.41,1.0,1,1000000,1,78571,3,18,2,0.11,494028,0.35,383934,1,2,12.7,35,0,0,5,0,0,2,0
609,1.23,1764,120,-25185,4,137872,5000,1211237,84,91841,57.98,0.67,2,100000,4,5876,3,18,3,0.92,29794,0.91,491108,0,0,18.6,33,2,1,4,4,1,1,0
385,0.38,6383,60,-4388,4,470818,20000,1432193,36,46129,18.59,0.93,4,0,2,67011,0,22,1,0.31,485809,0.08,39469,0,0,18.3,54,0,0,4,4,1,3,0
391,0.08,6009,90,114429,2,494397,0,887166,12,38719,14.17,0.4,4,500000,2,79316,3,22,2,0.65,67203,0.81,61679,0,0,0.3,46,0,1,0,2,1,2,0
541,1.87,4458,120,156160,2,51410,5000,1601126,84,5002,13.44,0.86,4,5000000,4,26636,1,5,2,0.03,473714,0.41,430055,1,2,5.6,26,0,2,2,1,1,1,0
301,2.42,2869,0,-33733,1,240273,20000,1784367,48,3332,33.97,0.91,4,1000000,0,89657,5,6,3,0.44,337368,0.18,111407,0,0,4.0,41,2,0,5,3,0,3,0
524,2.53,1412,120,-31732,0,457543,10000,1683778,84,27149,57.04,0.9,4,1000000,5,30978,4,4,2,0.96,56891,0.12,254053,1,0,10.2,64,1,1,0,4,0,2,0
888,1.45,7820,180,64463,5,367092,5000,1116458,12,70911,36.91,0.83,3,0,1,58467,5,7,3,0.89,60187,0.22,58008,1,0,19.9,53,0,0,5,2,0,1,0
415,2.33,667,60,95335,2,202144,10000,259611,48,95994,18.9,0.41,0,0,0,25191,0,25,0,0.22,111212,0.12,478250,0,1,0.1,35,1,1,0,4,0,3,0
402,2.02,3370,30,152007,1,238443,0,1010850,36,99989,38.68,0.16,5,500000,2,91396,5,13,3,0.88,285067,0.46,280118,1,2,10.7,55,0,2,3,1,1,2,0
493,2.17,5976,30,45347,3,51041,50000,2291203,120,86808,37.87,0.33,1,500000,4,26901,2,17,1,0.29,255383,0.35,499105,1,1,19.5,48,2,2,4,3,1,3,0
465,1.48,1394,120,140732,4,395760,0,1199089,120,59923,36.22,0.77,0,0,3,11329,3,20,2,0.85,252763,0.36,149824,0,1,20.4,62,0,2,0,2,1,3,0
389,1.9,98,30,146599,4,63326,5000,2528047,48,18352,10.41,0.23,3,100000,3,20056,4,24,0,0.73,206720,0.16,439963,0,3,14.5,26,2,1,1,4,0,2,0
421,2.42,6190,120,144451,4,441765,10000,2809740,12,62081,38.44,0.48,4,0,5,83543,1,19,2,0.35,123809,0.66,162600,1,0,18.3,57,2,2,2,1,0,3,0
442,1.19,4070,60,44542,1,325240,10000,255908,24,64778,26.38,0.57,3,0,0,28025,1,23,2,0.91,405890,0.61,217500,0,1,7.1,60,2,0,1,0,1,2,0
405,2.42,6982,30,122343,4,196650,20000,2267506,48,68569,2.1,0.6,5,1000000,0,10895,2,2,3,0.49,72213,0.98,320415,1,0,6.3,26,2,1,4,0,0,3,0
727,1.78,421,180,16612,2,449606,0,1959225,12,22645,32.85,0.94,5,0,0,9332,5,21,2,0.32,85332,0.17,372676,1,0,1.1,31,1,0,3,1,0,1,0
604,0.5,5599,180,88307,3,449268,0,156500,84,26343,59.37,0.66,3,0,2,80076,1,7,0,0.28,56858,0.83,94241,1,0,11.1,34,2,1,1,3,1,2,0
616,0.07,3650,0,38757,4,315311,5000,351062,24,1645,21.63,0.79,0,0,5,4682,5,13,4,0.94,468884,0.03,116538,1,1,10.0,41,0,1,1,4,1,2,0
308,1.09,4157,120,97489,1,457803,10000,2027000,36,32775,57.97,0.58,1,100000,5,74831,4,24,2,0.76,397525,0.07,400109,1,3,8.2,40,1,0,5,4,1,1,0
372,1.64,1132,30,48075,3,333436,5000,295377,120,5121,6.68,0.83,2,1000000,2,613,2,13,3,0.35,481676,0.65,377276,0,2,2.5,25,1,2,0,1,1,2,0
658,2.52,1702,180,-15391,4,495330,5000,1650649,36,64742,44.21,0.26,2,5000000,5,60391,5,6,1,0.25,227371,0.41,290995,0,3,5.1,65,1,0,1,4,0,3,0
522,0.38,3620,60,52785,0,347563,10000,305333,60,74648,7.75,0.21,5,5000000,4,82563,0,5,2,0.21,98669,0.23,198462,1,0,4.5,29,1,2,3,3,0,2,0
715,2.4,3190,60,114974,4,183211,5000,394901,36,10271,17.14,0.93,1,5000000,2,61497,5,5,3,0.24,268055,0.0,312985,0,3,20.8,50,0,0,1,1,1,3,0
852,2.59,7153,0,-26355,5,359897,10000,2041258,60,40204,34.68,0.69,4,5000000,4,17519,5,11,2,0.11,67757,0.66,443084,0,3,21.3,62,2,1,1,0,1,3,0
669,0.45,597,60,143945,2,151779,5000,1984498,36,26212,35.97,0.67,3,1000000,4,16202,2,21,4,0.48,180496,0.44,431371,0,3,0.1,63,0,0,4,0,1,2,1
563,2.55,7549,60,168290,3,247464,50000,646285,36,76828,46.74,0.47,4,0,0,20083,0,14,4,0.04,210692,0.17,155157,0,2,3.8,58,2,0,5,2,1,2,0
617,2.97,391,30,145630,2,416356,5000,788761,36,24481,37.3,0.38,5,5000000,3,43322,1,25,0,0.01,167461,0.97,238536,1,3,19.6,47,1,1,3,0,1,2,0
383,2.18,7120,120,12233,0,21093,5000,2408524,60,95029,36.02,0.56,3,0,0,10013,4,24,4,0.62,233018,0.35,86327,1,2,0.8,25,1,2,1,4,1,1,0
617,2.35,1075,90,61443,0,485252,50000,1994776,84,96011,54.83,0.12,2,5000000,2,71605,5,18,3,0.09,315881,0.3,36869,0,1,20.8,25,1,2,4,3,0,2,0
410,2.98,2650,60,104473,5,376233,0,2138467,60,67404,27.68,0.45,5,100000,1,61763,3,3,4,0.85,30618,0.51,68131,1,3,8.4,60,1,1,2,3,0,2,0
550,1.82,5408,60,-42229,2,82043,10000,2898418,48,39682,14.29,0.46,5,0,2,27341,2,2,3,0.11,277685,0.28,8829,1,0,11.9,35,2,2,1,2,0,3,0
682,0.92,6125,90,122407,3,396678,20000,1302516,12,62441,10.55,0.54,1,1000000,3,10819,1,12,2,0.54,392287,0.27,291273,1,1,16.8,29,1,2,1,4,1,2,0
306,2.51,2384,60,155523,0,409046,50000,885815,12,74749,24.6,0.63,0,100000,2,36761,5,24,0,0.68,148057,0.97,419556,1,2,5.4,45,2,2,4,1,1,1,0
758,1.84,809,30,160506,0,171680,0,967831,84,60969,43.05,0.96,5,100000,3,54007,4,15,0,0.23,453702,0.26,153274,1,2,2.2,28,1,1,5,2,0,3,0
383,1.74,7371,30,148521,4,375009,5000,1973309,12,89275,3.51,0.65,0,1000000,1,29173,3,12,4,0.89,74339,0.61,461370,0,3,17.8,34,0,1,4,4,1,3,0
507,0.76,3309,90,52601,5,396822,0,2918149,36,65747,8.61,0.88,1,100000,1,56,2,20,1,0.48,56630,0.04,265695,1,2,21.7,59,1,0,4,1,0,2,0
689,2.27,5501,180,173676,1,319431,50000,125614,84,2903,7.26,0.56,5,0,5,52389,4,9,4,0.32,328006,0.15,157763,1,3,14.5,52,2,0,1,0,0,3,0
613,0.25,3738,60,83014,0,493263,5000,2809550,12,36344,35.53,0.63,5,500000,4,26920,1,12,1,0.9,452266,0.02,417587,1,0,18.2,51,2,0,0,0,0,3,1
321,2.77,6895,180,101460,3,43427,0,2417344,60,87534,15.33,0.07,2,500000,2,62467,5,7,4,0.86,455002,0.53,49271,0,0,20.7,43,0,2,0,1,0,2,0
709,0.98,1159,60,75224,3,487258,20000,281673,48,19319,10.81,0.13,3,5000000,4,63897,5,11,3,0.71,250021,0.49,496579,0,1,5.0,64,2,0,4,2,0,2,0
814,0.38,7574,120,33251,4,169467,10000,1357983,24,99919,35.97,0.58,0,5000000,0,71532,5,7,3,0.29,68463,0.33,488780,1,2,7.7,21,0,2,0,1,0,1,0
426,1.33,1531,60,7042,3,401993,10000,2394219,48,22441,45.92,0.4,2,0,0,95337,2,8,1,0.39,455407,0.7,369487,1,0,4.8,51,1,2,2,4,0,1,0
313,0.13,5481,30,3740,4,381983,50000,2597909,12,77178,20.6,0.8,5,1000000,0,33387,5,9,0,0.69,341207,0.63,50026,0,2,1.4,27,1,2,0,1,1,2,0
311,2.05,7548,0,146945,0,364806,5000,488687,84,78312,35.11,0.54,1,0,5,16041,2,6,1,0.19,489815,0.6,150450,1,0,16.1,35,1,0,0,4,0,3,0
386,2.71,4976,0,-2976,0,236074,5000,249387,120,25862,6.79,0.88,4,5000000,0,21258,5,2,2,0.5,215100,0.34,407897,0,1,3.2,62,2,0,1,4,1,1,0
823,2.51,5695,0,104522,0,290114,10000,424154,12,32103,56.18,0.97,2,100000,0,13066,0,4,0,0.74,296876,0.33,497504,1,3,2.0,26,1,0,5,0,0,1,0
836,0.38,2682,0,6965,0,80218,0,2422521,60,12510,20.88,0.15,2,0,2,2613,5,2,1,0.66,320697,0.87,60660,1,3,7.9,36,1,2,0,4,1,2,1
600,0.38,253,180,-39943,1,217547,5000,1589869,48,35691,59.85,0.39,4,0,4,94373,0,17,2,0.72,364907,0.54,478787,1,2,1.3,34,1,2,4,3,1,3,0
542,2.44,3548,180,174321,5,346506,20000,776231,120,79938,58.74,0.66,5,1000000,4,87293,2,18,2,0.89,392092,0.27,186009,1,0,4.0,64,1,1,1,0,1,1,0
421,2.77,3185,60,-41017,5,164443,20000,2924726,60,72991,46.95,0.31,2,5000000,3,19219,4,9,4,0.97,156671,0.54,492840,0,1,1.5,37,1,1,0,0,1,2,0
446,1.38,6163,180,80469,1,498698,5000,1755585,60,41372,2.18,0.27,0,0,0,90777,1,8,1,0.46,480437,0.27,141002,1,1,19.3,30,2,2,2,1,0,2,0
866,1.5,6671,60,-30005,0,230967,5000,1560190,24,69309,33.07,0.81,5,100000,1,69093,3,24,3,0.06,476890,0.19,226948,0,3,17.2,49,2,1,1,4,0,3,0
655,0.95,5264,120,64587,3,422482,10000,140721,60,44050,6.12,0.98,0,100000,3,69707,0,23,4,0.83,231457,0.28,233396,0,0,18.9,62,2,2,5,1,0,2,0
608,2.68,1231,60,183076,4,244625,50000,77134,120,28377,53.81,0.77,0,500000,3,4982,1,6,0,0.12,373140,0.63,91045,0,1,19.1,28,2,1,1,4,1,2,0
587,1.93,7698,0,172700,5,160267,10000,1820389,60,59336,47.59,0.52,2,5000000,2,79068,5,0,3,0.22,423468,0.52,395891,0,0,20.8,31,1,2,1,0,1,2,0
606,0.86,2423,90,158753,2,120949,50000,2028524,24,76312,58.37,0.44,5,100000,3,82554,2,24,2,0.65,60288,0.16,212959,0,2,4.1,38,2,1,0,3,1,1,0
893,0.9,3575,90,-11114,4,136895,20000,222193,36,59219,36.89,0.54,2,1000000,1,52760,1,9,0,0.75,71817,0.91,224860,1,1,19.8,65,0,2,5,0,0,3,0
848,2.67,4261,30,39025,2,299459,50000,2364281,120,98595,31.81,0.46,2,5000000,4,56758,1,1,4,0.69,450233,0.5,412261,0,2,11.6,40,1,0,4,2,0,2,0
651,0.04,1573,30,177644,2,261287,10000,303107,36,95941,31.62,0.5,5,100000,3,48562,5,5,2,0.44,452445,0.79,62823,0,3,3.7,36,1,1,3,1,1,2,1
611,0.97,7348,60,45149,0,93804,5000,1490046,120,60229,23.8,0.2,5,0,2,61033,1,25,2,0.92,2075,0.33,42331,1,3,14.4,47,0,2,5,3,0,3,0
358,1.66,2908,90,44020,2,216318,50000,1661081,84,66679,28.65,0.9,5,5000000,0,71273,2,20,2,0.83,397244,0.96,21940,0,0,7.2,43,2,0,3,1,0,1,0
334,0.44,4712,0,-47327,0,313725,10000,465282,24,57648,38.49,0.75,5,100000,1,45670,0,5,3,0.66,331881,0.75,384471,0,2,1.0,34,0,2,3,4,1,3,0
744,0.28,6755,180,115962,1,186609,20000,1621829,84,26698,56.04,0.68,1,0,0,91097,3,23,4,0.44,192285,0.45,47031,1,3,1.7,32,2,0,0,1,0,1,0
392,2.45,1625,0,27513,3,482913,50000,2802507,84,18083,36.16,0.95,5,500000,5,89865,4,7,4,0.46,474907,0.9,147730,0,3,9.3,65,0,2,2,0,0,2,0
506,2.68,3998,0,-26534,2,107357,20000,2144508,60,46169,51.57,0.28,4,5000000,3,18957,0,25,3,0.18,309404,0.72,43637,0,1,18.2,47,1,2,1,0,0,3,0
652,2.47,3883,60,187626,3,391905,20000,1217479,84,23702,51.9,0.08,5,5000000,4,66692,3,17,4,0.78,157470,0.43,85056,1,1,6.8,33,2,2,1,1,0,1,0
631,2.7,3515,60,42545,0,216337,0,2090906,12,99574,31.61,0.83,2,100000,2,64074,2,6,2,0.87,175210,0.97,196676,0,1,16.9,36,2,1,5,4,0,3,0
458,1.66,3403,120,197822,2,123984,50000,1293125,120,42022,21.5,1.0,4,500000,1,3868,3,17,2,0.83,296168,0.3,346838,0,1,1.2,53,2,0,4,4,0,2,0
323,2.44,4598,0,406,4,364593,10000,216561,48,67543,38.73,0.58,3,1000000,4,17151,2,0,2,0.55,57539,0.26,37172,1,0,8.7,44,1,0,5,3,0,1,0
703,1.15,5008,0,84760,1,261176,50000,2171850,12,93955,27.31,0.06,0,100000,1,8606,3,23,4,0.84,125936,0.89,116882,1,2,2.8,32,2,0,1,0,0,2,0
815,2.0,6222,60,19284,5,163256,50000,1011164,12,76710,5.81,0.78,1,100000,2,39338,0,24,1,0.79,350034,0.71,139841,0,0,19.0,29,0,1,4,1,0,3,0
663,2.97,4680,60,185718,1,426495,20000,1380357,60,97416,23.29,0.07,4,1000000,2,77011,5,13,0,0.83,135369,0.35,162299,1,1,21.3,33,2,1,5,3,1,2,0
681,0.68,1958,120,64579,2,167642,20000,2326248,48,8203,59.65,0.54,0,1000000,3,45304,5,22,1,0.98,444524,0.23,168111,0,2,7.2,65,2,0,0,2,0,3,0
831,1.17,4009,120,-36335,1,140522,20000,1945413,84,60772,3.86,0.28,1,1000000,1,35654,5,19,3,0.81,340510,0.18,80449,0,3,21.8,28,1,1,3,3,0,3,0
451,1.44,2735,30,183506,5,315174,20000,1918564,48,37492,42.1,0.92,5,1000000,5,66397,2,6,1,0.27,415457,0.31,338120,1,1,16.6,38,0,1,5,2,1,2,0
861,0.41,4491,90,-29359,4,334389,10000,1180752,84,95525,50.63,0.45,0,1000000,5,96003,1,19,1,0.82,98344,0.13,113681,0,2,0.0,47,0,0,4,2,1,1,0
719,0.24,5727,0,113572,3,196539,5000,250633,36,93867,39.27,0.9,2,0,3,86834,5,6,3,0.38,111679,0.15,347471,1,2,10.7,61,0,2,4,3,1,3,0
549,2.49,5976,0,-14203,4,260690,0,2768452,24,89519,34.62,0.3,2,0,1,54109,2,3,1,0.52,323302,0.78,145190,1,1,18.4,53,2,2,1,0,0,3,0
416,2.93,3174,120,165838,1,45133,20000,1301925,60,59636,42.75,0.39,5,1000000,1,93469,2,24,0,0.8,439161,0.06,240766,1,0,11.7,27,2,0,0,3,0,1,0
811,1.21,401,120,-4050,5,219803,20000,53654,84,56639,26.33,0.95,0,500000,0,38998,3,4,4,0.32,221865,0.44,170696,1,1,12.1,33,1,1,3,3,0,1,0
877,0.26,974,30,106118,3,447021,0,1925436,84,96271,6.39,0.2,5,500000,3,88203,2,22,3,0.03,133931,0.4,81387,1,2,9.8,35,1,1,0,0,0,1,0
634,0.2,223,90,79554,5,53998,20000,2641923,48,41685,57.78,0.58,5,1000000,1,57369,3,23,1,0.72,461214,0.96,130098,0,0,8.7,54,2,0,3,0,0,2,0
717,2.67,4613,30,52339,4,158310,5000,2054116,60,87429,26.51,0.39,1,0,1,81764,0,20,2,0.9,100341,0.47,366206,0,0,0.6,60,0,0,2,0,0,1,0
594,1.39,6777,90,63431,0,222160,50000,931811,120,16739,40.26,0.77,0,500000,2,99954,2,0,2,0.93,305523,0.16,140438,0,0,13.7,40,0,0,0,0,1,3,0
670,0.96,235,180,182275,0,471480,0,115355,84,30917,32.35,0.13,3,0,0,86377,1,19,3,0.8,34442,0.09,99488,1,0,16.9,57,2,0,2,0,0,3,0
485,1.43,3498,0,90710,3,387747,10000,767479,36,21704,4.23,0.44,5,100000,5,5990,1,2,2,0.94,486179,0.73,424123,1,2,17.4,61,0,1,3,0,0,2,0
545,0.95,4211,30,167435,3,58245,0,532312,12,96688,57.21,0.7,1,0,5,78183,0,12,0,0.82,180587,0.15,180453,1,2,13.7,37,0,2,4,3,0,2,0
567,1.47,3234,120,-28827,3,295701,5000,1144833,84,59521,47.76,0.41,1,1000000,2,18350,5,6,1,0.03,308459,0.94,465850,1,1,7.5,49,2,0,2,1,0,3,0
536,2.58,225,30,94294,0,342618,10000,687723,48,48383,9.8,0.06,0,5000000,3,3286,1,5,0,0.35,343839,0.56,120417,1,2,0.5,41,1,1,3,1,1,3,0
829,1.78,2277,180,131136,4,237810,50000,1204442,120,73742,58.92,0.71,4,1000000,5,50147,3,5,0,0.34,199126,0.4,436121,0,1,19.7,34,2,0,3,1,0,3,0
851,2.08,4277,30,118082,3,206739,20000,1353135,36,89792,44.48,0.5,5,100000,3,84062,2,1,4,0.22,309095,0.68,446352,1,3,9.4,49,1,2,2,3,1,2,0
320,1.09,7416,0,-31905,0,363372,0,988314,60,25307,28.87,0.01,5,0,1,99260,4,15,1,0.8,8691,0.2,156852,1,2,13.2,61,0,0,5,0,1,3,0
819,2.22,1341,180,73554,3,271882,10000,1905319,84,5716,37.07,0.61,0,500000,4,27620,2,5,3,0.52,232429,0.38,238413,1,1,4.3,42,1,1,0,2,1,3,0
399,2.0,4036,120,82511,3,226585,0,1211271,36,57270,7.3,0.92,4,1000000,2,217,2,7,2,0.84,280998,0.03,397004,0,0,3.1,53,1,0,5,0,1,2,0
777,0.36,209,120,75614,5,75074,50000,2313144,36,19920,34.06,0.11,1,500000,3,53098,4,20,4,0.6,442946,0.88,275925,0,0,1.9,33,2,2,4,4,1,3,0
898,1.72,3727,60,184989,3,68204,0,1631602,120,38871,5.35,0.59,2,0,1,88115,5,24,0,0.59,111803,0.43,464687,0,2,17.6,62,0,1,3,0,1,3,0
597,0.77,5511,180,166622,0,239669,10000,909856,36,43928,33.15,0.73,5,100000,1,44305,1,10,2,0.38,89947,0.76,402835,1,3,14.2,51,0,1,0,1,1,1,0
825,2.41,3928,60,86447,4,233872,5000,1947240,36,90000,33.61,0.07,2,1000000,2,99771,1,17,1,0.79,61208,0.92,156125,1,0,13.7,32,0,2,3,0,0,3,0
633,1.28,6239,60,39023,0,166647,10000,2517696,120,14587,52.59,0.02,5,500000,5,45742,2,22,0,0.68,81435,0.65,296866,1,1,20.2,52,1,0,3,0,0,1,0
301,2.98,4989,0,57181,0,483479,0,317618,120,2195,43.78,0.46,0,1000000,1,19256,1,5,0,0.34,80274,0.38,197664,0,1,3.5,26,1,0,3,4,1,2,0
